Quadrant_No.,TVDSS_Driller,Platform,Completion_Date,url,Country_Code,lng,Completion_Status,Block_Suffix,Primary_Target,Block_No.,Deviated_Well,Date_TD_Reached,Drilling_Sequence_No.,lat,Water_Depth,Original_Intent,Datum_Elevation,Spud_Date,Well_Registration_No.,Datum_Type,Ground_Elevation,Wellbore_Type,Total_MD_Logger,Total_MD_Driller,Onshore/Offshore,Slot_No.
9,,A,,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=9&p_blockNo=18&p_block_suffix=b&p_platform=A&p_drilling_seq_no=17&p_well_suffix=Y,United Kingdom,1.552556,,b,H8,18,Vertical,,17,59.351053,113.0808,Development,24.9936,1996-08-07,9/18b-A17Y,KB,,Sidetrack,,,Offshore,P2A
9,,A,1996-08-04,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=9&p_blockNo=18&p_block_suffix=b&p_platform=A&p_drilling_seq_no=17&p_well_suffix=Z,United Kingdom,1.552556,Completed,b,H8,18,Vertical,1996-08-04,17,59.351053,113.0808,Development,24.9936,1996-07-24,9/18b-A17Z,KB,,Sidetrack,,,Offshore,P2A
9,,A,1997-08-17,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=9&p_blockNo=18&p_block_suffix=b&p_platform=A&p_drilling_seq_no=18&p_well_suffix=+,United Kingdom,1.553011,Completed,b,,18,Deviated,1997-07-30,18,59.351275,112.1664,Development,25.908,1997-07-07,9/18b-A18,KB,,Sidetrack,,2859.9384,Offshore,W5
9,,A,1995-11-04,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=9&p_blockNo=18&p_block_suffix=b&p_platform=A&p_drilling_seq_no=15&p_well_suffix=+,United Kingdom,1.55275,,b,,18,Vertical,1995-11-04,15,59.351139,112.776,Development,25.908,1995-11-04,9/18b-A15,KB,,Sidetrack,,,Offshore,P3A
9,,A,1996-01-28,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=9&p_blockNo=18&p_block_suffix=b&p_platform=A&p_drilling_seq_no=16&p_well_suffix=+,United Kingdom,1.552778,Completed,b,,18,Vertical,1996-01-28,16,59.351111,112.776,Development,25.908,1995-11-26,9/18b-A16,KB,,Initial,,,Offshore,W3
9,,A,1996-07-19,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=9&p_blockNo=18&p_block_suffix=b&p_platform=A&p_drilling_seq_no=17&p_well_suffix=+,United Kingdom,1.552556,Completed,b,H8,18,Vertical,1996-07-19,17,59.351053,113.0808,Development,24.9936,1996-07-12,9/18b-A17,KB,,Sidetrack,,2812.6944,Offshore,P2A
9,,A,1995-08-19,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=9&p_blockNo=18&p_block_suffix=b&p_platform=A&p_drilling_seq_no=14&p_well_suffix=+,United Kingdom,1.552822,Abandoned,b,,18,Vertical,1995-08-19,14,59.351369,112.4712,Development,25.2984,1995-08-09,9/18b-A14,KB,,Initial,,,Offshore,P9
9,,A,1995-09-21,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=9&p_blockNo=18&p_block_suffix=b&p_platform=A&p_drilling_seq_no=14&p_well_suffix=Y,United Kingdom,1.552822,Completed,b,B3H,18,Vertical,1995-09-21,14,59.351369,112.4712,Development,25.2984,1995-08-19,9/18b-A14Y,KB,,Sidetrack,,,Offshore,P9
9,6127,A,1995-08-19,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=9&p_blockNo=18&p_block_suffix=b&p_platform=A&p_drilling_seq_no=14&p_well_suffix=Z,United Kingdom,1.552823,Completed,b,,18,Vertical,1995-08-19,14,59.351381,112.4712,Development,25.2984,1995-08-19,9/18b-A14Z,KB,,Sidetrack,,2191.2072,Offshore,P9
9,5873,A,1994-09-06,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=9&p_blockNo=18&p_block_suffix=b&p_platform=A&p_drilling_seq_no=12&p_well_suffix=Z,United Kingdom,1.553472,Completed,b,,18,Vertical,1994-08-29,12,59.351531,111.5568,Development,25.908,1994-08-22,9/18b-A12Z,KB,0,Sidetrack,0,1843.1256,Offshore,G1
9,3263,A,1994-10-17,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=9&p_blockNo=18&p_block_suffix=b&p_platform=A&p_drilling_seq_no=13&p_well_suffix=+,United Kingdom,1.552567,Abandoned,b,,18,Vertical,1994-10-17,13,59.351052,0,Development,0,1994-10-08,9/18b-A13,Mean Sea Level,,Initial,,994.5624,Offshore,P2
9,,A,1994-11-15,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=9&p_blockNo=18&p_block_suffix=b&p_platform=A&p_drilling_seq_no=13&p_well_suffix=Z,United Kingdom,1.552567,,b,,18,Vertical,1994-11-15,13,59.351052,0,Development,0,1994-10-17,9/18b-A13Z,Mean Sea Level,,Sidetrack,,,Offshore,P2
9,5607,A,1994-08-15,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=9&p_blockNo=18&p_block_suffix=b&p_platform=A&p_drilling_seq_no=11&p_well_suffix=Z,United Kingdom,1.553361,Abandoned,b,,18,Deviated,1994-08-15,11,59.351472,112.776,Development,25.908,1994-07-31,9/18b-A11Z,KB,0,Sidetrack,0,2534.412,Offshore,P8
9,5797,A,1994-08-22,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=9&p_blockNo=18&p_block_suffix=b&p_platform=A&p_drilling_seq_no=12&p_well_suffix=+,United Kingdom,1.553472,Abandoned,b,,18,Vertical,1994-08-20,12,59.351531,111.5568,Development,25.908,1994-08-18,9/18b-A12,KB,0,Initial,0,1807.7688,Offshore,G1
9,0,A,1994-07-19,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=9&p_blockNo=18&p_block_suffix=b&p_platform=A&p_drilling_seq_no=10&p_well_suffix=Y,United Kingdom,1.552389,Completed,b,,18,Vertical,1994-07-11,10,59.350944,112.776,Development,25.908,1994-07-03,9/18b-A10Y,KB,0,Sidetrack,0,2627.376,Offshore,P1
9,0,A,1994-07-03,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=9&p_blockNo=18&p_block_suffix=b&p_platform=A&p_drilling_seq_no=10&p_well_suffix=Z,United Kingdom,1.552389,Abandoned,b,,18,Vertical,,10,59.350944,112.776,Development,25.908,1994-06-28,9/18b-A10Z,KB,0,Sidetrack,0,0,Offshore,P1
9,0,A,1994-07-31,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=9&p_blockNo=18&p_block_suffix=b&p_platform=A&p_drilling_seq_no=11&p_well_suffix=+,United Kingdom,1.553361,Abandoned,b,,18,Vertical,,11,59.351472,112.776,Development,25.908,1994-07-22,9/18b-A11,KB,0,Initial,0,0,Offshore,P8
9,5816,A,1994-05-24,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=9&p_blockNo=18&p_block_suffix=b&p_platform=A&p_drilling_seq_no=8&p_well_suffix=Z,United Kingdom,1.553861,Abandoned,b,,18,Deviated,1994-05-17,8,59.351333,112.776,Development,25.908,1994-05-15,9/18b-A8Z,KB,0,Sidetrack,0,2848.9656,Offshore,W4
9,3633,A,1994-06-10,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=9&p_blockNo=18&p_block_suffix=b&p_platform=A&p_drilling_seq_no=9&p_well_suffix=+,United Kingdom,1.553,Abandoned,b,,18,Deviated,1994-06-01,9,59.351278,112.1664,Development,25.908,1994-05-30,9/18b-A9,KB,0,Initial,0,1226.82,Offshore,P5
9,0,A,1994-07-12,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=9&p_blockNo=18&p_block_suffix=b&p_platform=A&p_drilling_seq_no=10&p_well_suffix=+,United Kingdom,1.552389,Abandoned,b,,18,Vertical,1994-07-12,10,59.350944,112.776,Development,25.908,1994-06-12,9/18b-A10,KB,0,Initial,0,2193.036,Offshore,P1
9,0,A,1994-04-22,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=9&p_blockNo=18&p_block_suffix=b&p_platform=A&p_drilling_seq_no=7&p_well_suffix=Y,United Kingdom,1.553111,Completed,b,,18,Vertical,1994-04-18,7,59.351333,112.776,Development,25.908,1994-04-08,9/18b-A7Y,KB,0,Sidetrack,0,2729.484,Offshore,P6
9,0,A,1994-04-08,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=9&p_blockNo=18&p_block_suffix=b&p_platform=A&p_drilling_seq_no=7&p_well_suffix=Z,United Kingdom,1.553111,Abandoned,b,,18,Vertical,1994-04-06,7,59.351333,112.776,Development,25.908,1994-03-24,9/18b-A7Z,KB,0,Sidetrack,0,2728.8744,Offshore,P6
9,0,A,1994-05-09,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=9&p_blockNo=18&p_block_suffix=b&p_platform=A&p_drilling_seq_no=8&p_well_suffix=+,United Kingdom,1.553861,Abandoned,b,,18,Vertical,1994-05-09,8,59.351333,112.776,Development,25.908,1994-04-26,9/18b-A8,KB,0,Initial,0,2695.956,Offshore,W4
9,0,A,1994-01-31,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=9&p_blockNo=18&p_block_suffix=b&p_platform=A&p_drilling_seq_no=5&p_well_suffix=+,United Kingdom,1.553,Completed,b,,18,Vertical,1994-01-31,5,59.350889,112.776,Development,25.908,1994-01-08,9/18b-A5,KB,0,Initial,0,1034.796,Offshore,W2
9,0,A,1994-03-08,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=9&p_blockNo=18&p_block_suffix=b&p_platform=A&p_drilling_seq_no=6&p_well_suffix=+,United Kingdom,1.553,Completed,b,,18,Vertical,1994-02-28,6,59.350889,112.776,Development,25.908,1994-02-09,9/18b-A6,KB,0,Initial,0,2864.8152,Offshore,W2
9,0,A,1994-03-24,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=9&p_blockNo=18&p_block_suffix=b&p_platform=A&p_drilling_seq_no=7&p_well_suffix=+,United Kingdom,1.553111,Abandoned,b,,18,Vertical,1994-03-20,7,59.351333,112.776,Development,25.908,1994-03-16,9/18b-A7,KB,0,Initial,0,2092.452,Offshore,P6
9,0,A,1993-11-07,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=9&p_blockNo=18&p_block_suffix=b&p_platform=A&p_drilling_seq_no=3&p_well_suffix=Y,United Kingdom,1.55275,Completed,b,,18,Vertical,,3,59.351139,112.776,Development,25.908,1993-10-30,9/18b-A3Y,KB,0,Sidetrack,0,0,Offshore,P3
9,0,A,1993-10-30,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=9&p_blockNo=18&p_block_suffix=b&p_platform=A&p_drilling_seq_no=3&p_well_suffix=Z,United Kingdom,1.55275,Abandoned,b,,18,Vertical,,3,59.351139,112.776,Development,25.908,1993-10-21,9/18b-A3Z,KB,0,Sidetrack,0,0,Offshore,P3
9,0,A,1993-12-27,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=9&p_blockNo=18&p_block_suffix=b&p_platform=A&p_drilling_seq_no=4&p_well_suffix=+,United Kingdom,1.553306,Completed,b,,18,Vertical,1993-12-27,4,59.351056,112.4712,Development,25.908,1993-12-13,9/18b-A4,KB,0,Initial,0,1117.092,Offshore,A1W
9,0,A,1993-10-21,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=9&p_blockNo=18&p_block_suffix=b&p_platform=A&p_drilling_seq_no=3&p_well_suffix=+,United Kingdom,1.55275,Abandoned,b,,18,Vertical,1993-10-20,3,59.351139,112.776,Development,25.908,1993-10-14,9/18b-A3,KB,0,Initial,0,2049.78,Offshore,P3
9,,A,1993-12-11,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=9&p_blockNo=18&p_block_suffix=b&p_platform=A&p_drilling_seq_no=3&p_well_suffix=X,United Kingdom,1.55275,Completed,b,,18,Vertical,1993-12-11,3,59.351139,112.776,Development,25.908,1993-11-21,9/18b-A3X,KB,0,Sidetrack,0,,Offshore,P3
9,5587,A,2002-12-06,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=9&p_blockNo=18&p_block_suffix=b&p_platform=A&p_drilling_seq_no=2&p_well_suffix=X,United Kingdom,1.55275,Completed,b,Y,18,Deviated,2002-11-13,2,59.351139,112.776,Development,32.3088,2002-11-07,9/18b-A2X,RT,,Sidetrack,2224.4304,2224.4304,Offshore,P4
9,5590,A,2002-11-07,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=9&p_blockNo=18&p_block_suffix=b&p_platform=A&p_drilling_seq_no=2&p_well_suffix=Y,United Kingdom,1.55275,Abandoned,b,Y,18,Deviated,2002-11-07,2,59.351139,112.776,Development,25.908,2002-10-31,9/18b-A2Y,RT,,Sidetrack,2287.524,2287.524,Offshore,P4
9,-5586,A,1993-08-24,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=9&p_blockNo=18&p_block_suffix=b&p_platform=A&p_drilling_seq_no=2&p_well_suffix=Z,United Kingdom,1.55275,Suspended,b,,18,Vertical,1993-08-16,2,59.351139,112.776,Development,25.908,1993-07-26,9/18b-A2Z,KB,0,Sidetrack,2350.008,2350.008,Offshore,P4
9,,A,1993-10-11,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=9&p_blockNo=18&p_block_suffix=b&p_platform=A&p_drilling_seq_no=1&p_well_suffix=Z,United Kingdom,1.553222,Completed,b,,18,Vertical,1993-10-11,1,59.351417,112.776,Development,25.908,1993-09-12,9/18b-A1Z,KB,0,Sidetrack,0,,Offshore,P7
9,0,A,1993-07-26,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=9&p_blockNo=18&p_block_suffix=b&p_platform=A&p_drilling_seq_no=2&p_well_suffix=+,United Kingdom,1.55275,Suspended,b,,18,Vertical,1993-07-26,2,59.351139,112.776,Development,25.908,1993-07-20,9/18b-A2,KB,0,Initial,0,2324.1,Offshore,P4
9,5591,A,2004-06-28,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=9&p_blockNo=18&p_block_suffix=b&p_platform=A&p_drilling_seq_no=2&p_well_suffix=W,United Kingdom,1.55275,Completed,b,P4W,18,Deviated,2004-06-16,2,59.351139,112.776,Development,32.3088,2004-06-06,9/18b-A2W,RT,,Sidetrack,,2229.3072,Offshore,P4
9,,,2005-05-06,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=9&p_blockNo=18&p_block_suffix=b&p_platform=+&p_drilling_seq_no=34&p_well_suffix=Z,United Kingdom,1.540537,Completed,b,G17,18,Deviated,2005-04-26,34,59.338203,112.4712,Development,32.3088,2005-04-14,9/18b- 34Z,RT,,Sidetrack,,,Offshore,P22
9,,,2009-07-07,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=9&p_blockNo=18&p_block_suffix=b&p_platform=+&p_drilling_seq_no=37&p_well_suffix=+,United Kingdom,1.541462,Completed,b,SSE,18,Deviated,2009-06-20,37,59.338286,112.776,Development,32.3088,2009-06-01,9/18b- 37,RT,,Initial,,,Offshore,P30
9,,A,1993-09-12,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=9&p_blockNo=18&p_block_suffix=b&p_platform=A&p_drilling_seq_no=1&p_well_suffix=+,United Kingdom,1.553222,Abandoned,b,,18,Vertical,1993-09-12,1,59.351417,112.776,Development,25.908,1993-06-14,9/18b-A1,KB,0,Initial,0,,Offshore,P7
9,5601,,2001-06-03,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=9&p_blockNo=18&p_block_suffix=b&p_platform=+&p_drilling_seq_no=32&p_well_suffix=Z,United Kingdom,1.541463,Abandoned,b,SGA,18,Vertical,2001-05-26,32,59.338974,112.4712,Development,25.2984,2001-05-20,9/18b- 32Z,RT,,Sidetrack,,2361.8952,Offshore,P11
9,,,2005-04-14,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=9&p_blockNo=18&p_block_suffix=b&p_platform=+&p_drilling_seq_no=34&p_well_suffix=+,United Kingdom,1.540537,Abandoned,b,G15,18,Deviated,2005-04-12,34,59.338203,112.4712,Development,32.3088,2005-04-03,9/18b- 34,RT,,Initial,,,Offshore,P22
9,5967,,2000-02-14,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=9&p_blockNo=18&p_block_suffix=b&p_platform=+&p_drilling_seq_no=31&p_well_suffix=Z,United Kingdom,1.58759,Abandoned,b,DG,18,Deviated,2000-02-05,31,59.348347,113.6904,Appraisal,25.2984,2000-01-25,9/18b- 31Z,KB,,Sidetrack,,2724.912,Offshore,
9,,,2001-05-20,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=9&p_blockNo=18&p_block_suffix=b&p_platform=+&p_drilling_seq_no=32&p_well_suffix=+,United Kingdom,1.541463,Completed,b,SGP,18,Vertical,2001-05-20,32,59.338974,112.4712,Development,25.2984,2001-04-26,9/18b- 32,RT,,Initial,,,Offshore,P11
9,,,2001-07-30,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=9&p_blockNo=18&p_block_suffix=b&p_platform=+&p_drilling_seq_no=32&p_well_suffix=Y,United Kingdom,1.541463,Completed,b,SGA,18,Vertical,2001-07-30,32,59.338974,112.4712,Development,25.2984,2001-06-03,9/18b- 32Y,RT,,Sidetrack,,,Offshore,P11
9,0,,1998-01-06,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=9&p_blockNo=18&p_block_suffix=b&p_platform=+&p_drilling_seq_no=31&p_well_suffix=+,United Kingdom,1.58759,Completed,b,DG,18,Deviated,1997-12-29,31,59.348347,112.4712,Exploration,24.9936,1997-12-12,9/18b- 31,KB,,Initial,,2533.1928,Offshore,
9,6002,,2000-03-02,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=9&p_blockNo=18&p_block_suffix=b&p_platform=+&p_drilling_seq_no=31&p_well_suffix=X,United Kingdom,1.58759,Abandoned,b,SE,18,Deviated,2000-02-29,31,59.348347,113.6904,Appraisal,25.2984,2000-02-24,9/18b- 31X,RT,,Sidetrack,,1946.148,Offshore,
9,6083,,2000-02-23,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=9&p_blockNo=18&p_block_suffix=b&p_platform=+&p_drilling_seq_no=31&p_well_suffix=Y,United Kingdom,1.58759,Abandoned,b,SE,18,Vertical,2000-02-20,31,59.348347,113.6904,Appraisal,25.2984,2000-02-14,9/18b- 31Y,KB,,Sidetrack,,2032.4064,Offshore,
9,,,1994-12-07,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=9&p_blockNo=18&p_block_suffix=b&p_platform=+&p_drilling_seq_no=26&p_well_suffix=+,United Kingdom,1.519586,Abandoned,b,F,18,Vertical,1994-12-06,26,59.356497,112.4712,Appraisal,25.908,1994-11-30,9/18b- 26,KB,,Initial,,,Offshore,26
9,,,1994-12-25,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=9&p_blockNo=18&p_block_suffix=b&p_platform=+&p_drilling_seq_no=26&p_well_suffix=Y,United Kingdom,1.519586,Abandoned,b,F,18,Vertical,1994-12-24,26,59.356497,0,Appraisal,0,1994-12-15,9/18b- 26Y,Mean Sea Level,,Sidetrack,,,Offshore,26
9,,,1994-12-15,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=9&p_blockNo=18&p_block_suffix=b&p_platform=+&p_drilling_seq_no=26&p_well_suffix=Z,United Kingdom,1.519586,Abandoned,b,F,18,Vertical,1994-12-15,26,59.356497,112.4712,Appraisal,25.908,1994-12-06,9/18b- 26Z,KB,,Sidetrack,,,Offshore,26
9,0,,1993-07-16,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=9&p_blockNo=18&p_block_suffix=b&p_platform=+&p_drilling_seq_no=25&p_well_suffix=Y,United Kingdom,1.593917,Abandoned,b,EG,18,Vertical,1993-07-12,25,59.351667,113.0808,Appraisal,25.908,1993-07-06,9/18b- 25Y,KB,0,Sidetrack,0,2291.4864,Offshore,
9,0,,1993-07-06,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=9&p_blockNo=18&p_block_suffix=b&p_platform=+&p_drilling_seq_no=25&p_well_suffix=Z,United Kingdom,1.593917,Suspended,b,EG,18,Vertical,1993-07-05,25,59.351667,113.0808,Exploration,25.908,1993-06-28,9/18b- 25Z,KB,0,Sidetrack,0,2001.012,Offshore,
9,0,,1992-06-13,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=9&p_blockNo=18&p_block_suffix=b&p_platform=+&p_drilling_seq_no=24&p_well_suffix=Y,United Kingdom,1.544758,Suspended,b,X,18,Deviated,1992-06-06,24,59.35095,112.1664,Appraisal,25.6032,1992-06-01,9/18b- 24Y,RT,0,Sidetrack,0,1921.4592,Offshore,
9,0,,1992-06-01,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=9&p_blockNo=18&p_block_suffix=b&p_platform=+&p_drilling_seq_no=24&p_well_suffix=Z,United Kingdom,1.544758,Abandoned,b,X,18,Deviated,1992-05-31,24,59.35095,112.1664,Appraisal,25.6032,1992-05-21,9/18b- 24Z,RT,0,Sidetrack,0,1908.3528,Offshore,
9,0,,1993-06-29,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=9&p_blockNo=18&p_block_suffix=b&p_platform=+&p_drilling_seq_no=25&p_well_suffix=+,United Kingdom,1.593917,Abandoned,b,EG,18,Vertical,1993-06-28,25,59.351667,113.0808,Exploration,25.908,1993-06-18,9/18b- 25,KB,0,Initial,0,1833.372,Offshore,
9,6808,,1990-08-20,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=9&p_blockNo=18&p_block_suffix=b&p_platform=+&p_drilling_seq_no=22&p_well_suffix=+,United Kingdom,1.423389,Abandoned,b,S,18,Vertical,1990-08-12,22,59.347556,104.2416,Exploration,24.9936,1990-07-24,9/18b- 22,RT,,Initial,0,2100.072,Offshore,
9,,,1990-11-06,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=9&p_blockNo=18&p_block_suffix=b&p_platform=+&p_drilling_seq_no=23&p_well_suffix=+,United Kingdom,1.412972,Abandoned,b,TT,18,Vertical,1990-11-05,23,59.364583,103.9368,Exploration,24.9936,1990-10-12,9/18b- 23,KB,0,Initial,0,0,Offshore,
9,0,,1992-05-21,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=9&p_blockNo=18&p_block_suffix=b&p_platform=+&p_drilling_seq_no=24&p_well_suffix=+,United Kingdom,1.544758,Abandoned,b,X,18,Vertical,1992-05-18,24,59.35095,112.1664,Appraisal,25.6032,1992-05-11,9/18b- 24,RT,0,Initial,0,1676.4,Offshore,
9,0,,1989-10-04,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=9&p_blockNo=18&p_block_suffix=b&p_platform=+&p_drilling_seq_no=19&p_well_suffix=Y,United Kingdom,1.576083,Abandoned,b,Q,18,Vertical,1989-10-04,19,59.355444,116.1288,Appraisal,25.6032,1989-08-15,9/18b- 19Y,KB,0,Sidetrack,0,2391.7656,Offshore,
9,0,,1989-09-13,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=9&p_blockNo=18&p_block_suffix=b&p_platform=+&p_drilling_seq_no=19&p_well_suffix=Z,United Kingdom,1.576083,Abandoned,b,Q,18,Vertical,1989-09-12,19,59.355444,116.1288,Appraisal,25.6032,1989-09-11,9/18b- 19Z,KB,0,Sidetrack,0,2299.1064,Offshore,
9,0,,1989-11-02,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=9&p_blockNo=18&p_block_suffix=b&p_platform=+&p_drilling_seq_no=20&p_well_suffix=+,United Kingdom,1.53375,Abandoned,b,R,18,Vertical,1989-10-12,20,59.343472,112.776,Appraisal,24.9936,1989-10-19,9/18b- 20,KB,0,Initial,0,2061.3624,Offshore,
9,0,,1989-05-25,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=9&p_blockNo=18&p_block_suffix=b&p_platform=+&p_drilling_seq_no=17&p_well_suffix=Z,United Kingdom,1.55875,Abandoned,b,O,18,Vertical,1989-05-22,17,59.3625,112.776,Appraisal,25.908,1989-05-16,9/18b- 17Z,KB,0,Sidetrack,0,2081.4792,Offshore,
9,0,,1989-09-09,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=9&p_blockNo=18&p_block_suffix=b&p_platform=+&p_drilling_seq_no=19&p_well_suffix=+,United Kingdom,1.576083,Abandoned,b,Q,18,Vertical,1989-09-05,19,59.355444,115.2144,Appraisal,26.5176,1989-08-15,9/18b- 19,KB,0,Initial,0,2023.2624,Offshore,
9,0,,1989-04-12,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=9&p_blockNo=18&p_block_suffix=b&p_platform=+&p_drilling_seq_no=16&p_well_suffix=+,United Kingdom,1.559889,Abandoned,b,P,18,Vertical,1989-04-10,16,59.336611,112.1664,Appraisal,25.908,1989-03-22,9/18b- 16,KB,0,Initial,0,1938.2232,Offshore,
9,0,,1989-05-13,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=9&p_blockNo=18&p_block_suffix=b&p_platform=+&p_drilling_seq_no=17&p_well_suffix=+,United Kingdom,1.55875,Abandoned,b,O,18,Vertical,1989-04-26,17,59.3625,112.776,Appraisal,25.908,1989-04-14,9/18b- 17,KB,0,Initial,0,1955.292,Offshore,
9,0,,1989-06-23,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=9&p_blockNo=18&p_block_suffix=b&p_platform=+&p_drilling_seq_no=17&p_well_suffix=X,United Kingdom,1.55875,Abandoned,b,O,18,Vertical,1989-06-19,17,59.3625,113.6904,Appraisal,24.9936,1989-06-11,9/18b- 17X,KB,0,Sidetrack,0,2399.9952,Offshore,
9,0,,1989-06-06,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=9&p_blockNo=18&p_block_suffix=b&p_platform=+&p_drilling_seq_no=17&p_well_suffix=Y,United Kingdom,1.55875,Abandoned,b,O,18,Vertical,1989-06-05,17,59.3625,112.776,Appraisal,25.908,1989-05-29,9/18b- 17Y,KB,0,Sidetrack,0,2348.484,Offshore,
